,id,province,category,city,country,name,price,rating
43,44,ontario,"air,_helicopter_&_balloon_tours",toronto,canada,air_taxi_and_tour_from_toronto_-_niagara_including_ground_transport_to_niagara_hotels,563.87,5.0
44,45,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,tofino_to_vancouver_seaplane_flight,299.0,5.0
45,46,british columbia,"air,_helicopter_&_balloon_tours",whistler,canada,whistler_to_vancouver_scenic_flight,208.01,5.0
46,47,ontario,"air,_helicopter_&_balloon_tours",markham,canada,exhilarating_120km_aerial_tour_of_toronto,79.0,5.0
47,48,ontario,"air,_helicopter_&_balloon_tours",gananoque,canada,boldt_castle_and_thousand_islands_helicopter_tour,172.84,5.0
48,49,alberta,"air,_helicopter_&_balloon_tours",canadian rockies,canada,icefields_parkway_sidecar_ride_and_champagne_helicopter_flight,214.9900909,4.700449102
49,50,ontario,"air,_helicopter_&_balloon_tours",gananoque,canada,ultimate_thousand_islands_helicopter_tour,522.0,5.0
50,51,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,569.0,4.5
51,52,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,gulf_islands_kayak_and_seaplane_adventure,629.0,5.0
52,53,northwest territories,"air,_helicopter_&_balloon_tours",yellowknife,canada,yellowknife_helicopter_tour,240.0,4.700449102
53,54,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,seaplane_tour_with_admission_to_capilano_suspension_bridge_park,169.0,5.0
54,55,british columbia,"air,_helicopter_&_balloon_tours",whistler,canada,whistler_to_victoria_scenic_flight,285.0,4.0
55,56,british columbia,"air,_helicopter_&_balloon_tours",whistler,canada,whistler_alpine_picnic_helicopter_tour,630.0,5.0
56,57,ontario,"air,_helicopter_&_balloon_tours",niagara falls,canada,niagara_falls_by_airplane_and_land_winter_tour_with_wine_tasting_from_toronto,339.0,5.0
57,58,british columbia,"air,_helicopter_&_balloon_tours",sunshine coast,canada,strait_of_georgia_seaplane_tour_from_sechelt,139.0,5.0
58,59,british columbia,"air,_helicopter_&_balloon_tours",squamish,canada,whistler_backcountry_flightseeing_tour,219.45,5.0
59,60,new york (ny),"air,_helicopter_&_balloon_tours",new york city,united_states,2-day_niagara_falls_day_trip_from_new_york_city_by_train_and_air,952.92,1.0
60,61,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,whistler_bus_tour_with_return_to_vancouver_by_seaplane,353.0,5.0
61,62,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,389.0,4.5
62,63,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,"shuttle_to_zodiac_nature_tour,_seaside_dinner,_and_return_to_vancouver_by_seaplane",299.0,5.0
63,64,ontario,"air,_helicopter_&_balloon_tours",gananoque,canada,thousand_islands_helicopter_tour,114.84,5.0
64,65,british columbia,"air,_helicopter_&_balloon_tours",vancouver island,canada,victoria_panorama_seaplane_tour,125.0,4.5
65,66,british columbia,"air,_helicopter_&_balloon_tours",whistler,canada,whistler_flightseeing_tour_with_alpine_lake_landing_and_optional_lunch,365.0,5.0
66,67,british columbia,"air,_helicopter_&_balloon_tours",vancouver,canada,vancouver_to_tofino_seaplane_flight,299.0,5.0
67,68,ontario,"cruises,_sailing_&_water_tours",toronto,canada,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",260.0,4.5
68,69,ontario,"cruises,_sailing_&_water_tours",niagara falls,canada,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,149.89,5.0
69,70,washington (wa),"cruises,_sailing_&_water_tours",seattle,united_states,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,170.41,4.5
70,71,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,half-day_whale_watching_adventure_from_vancouver,181.13,4.5
71,72,ontario,"cruises,_sailing_&_water_tours",toronto,canada,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,149.0,4.5
72,73,new york (ny),"cruises,_sailing_&_water_tours",niagara falls,united_states,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,136.26,4.5
73,74,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,whale-watching_cruise_with_expert_naturalists,94.5,5.0
74,75,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_harbor_sunset_dinner_cruise,97.69,4.5
75,76,alberta,"cruises,_sailing_&_water_tours",canadian rockies,canada,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",72.45,5.0
76,77,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_whale_and_wildlife_cruise,151.2,5.0
77,78,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_whale_watching_adventure_in_a_zodiac_vessel,116.82,5.0
78,79,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_harbor_and_indian_arm_lunch_cruise,85.33,5.0
79,80,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,whale-watching_tour_from_vancouver,138.5,4.5
80,81,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,ultimate_day_tour_to_victoria,363.56,4.5
81,82,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,halifax_harbour_hopper_tour,42.67,4.5
82,83,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,whistler_and_sea_to_sky_gondola_tour,189.0,5.0
83,84,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_zodiac_boat_whale_watching_tour,122.0,4.5
84,85,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,whale_watching_tour_from_granville_island_in_vancouver,141.75,4.5
85,86,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,tall_ship_silva_sailing_cruise,39.0,3.5
86,87,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,quebec_city_historic_discoverers_cruise,44.83,4.0
87,88,ontario,"cruises,_sailing_&_water_tours",toronto,canada,1-hour_toronto_harbour_tour_with_live_narration,21.24,5.0
88,89,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,vancouver_island's_ultimate_full_day_whale_and_wildlife_tour,274.05,4.5
89,90,washington (wa),"cruises,_sailing_&_water_tours",seattle,united_states,victoria_day_trip_from_seattle_with_butchart_gardens,271.29,4.5
90,91,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,full-day_whale_watching_cruise_from_quebec,159.8,4.5
91,92,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_whale_watch_tour,114.45,4.5
92,93,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_to_vancouver_tour_with_butchart_gardens_admission_and_sunset_cruise_to_vancouver,143.07,5.0
93,94,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_harbor_sightseeing_cruise,40.9,4.5
94,95,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,4-day_vancouver_island_explorer_tour_from_vancouver,592.2,4.5
95,96,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,whale_watching_excursion_with_transportation_from_quebec_city,155.25,4.5
96,97,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,tall_ship_silva_deckhand_for_a_day,22.99,3.5
97,98,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,"vip_whale_watching,_basilica_by_private_car_tour",216.76,4.5
98,99,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,lobsters_&_lighthouses,42.57,3.5
99,100,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,port_renfrew_whale_&_wildlife_watching,149.0,4.5
100,101,alberta,"cruises,_sailing_&_water_tours",kananaskis country,canada,voyageur_canoe_and_horseback_ride,120.0,4.5
101,102,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,tofino_2-day_tour_from_vancouver,412.0,4.5
102,103,alberta,"cruises,_sailing_&_water_tours",kananaskis country,canada,become_a_voyageur_-_canoe_tour,49.0,4.5
103,104,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,vancouver_island_half_day_whale_and_wildlife_tour,140.7,4.5
104,105,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,"half-day_whale_watching_(telegraph_cove,_bc)",143.07,4.5
105,106,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,"sunset_whale_watching_(victoria,_bc)",143.07,4.5
106,107,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,vip_three_day_whale_watching_sea_kayaking_basilica_is_orleans_private_car_tour,503.04,4.5
107,108,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,"vip_two_day_whale_watching,_sea_kayaking,_basilica,_by_private_car_tour",312.19,4.5
108,109,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,2_hour_quickie_adventure,57.5,3.5
109,110,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,3_hour_whale_watching_tour,129.0,5.0
110,111,quebec,"cruises,_sailing_&_water_tours",montreal,canada,best_of_montreal_full_day_tour,339.0,4.5
111,112,new york (ny),"cruises,_sailing_&_water_tours",niagara falls,united_states,discovery_niagara_falls_usa_winter_tour,156.77,4.5
112,113,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,keji_southern_lakes_canoe_trip_-_3_day,684.25,3.5
113,114,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,frozen_ocean_canoe_trip_-3_day,684.25,3.5
114,115,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,rental_of_a_boat_on_the_st._lawrence_river_-_quebec_city,152.28999330000002,4.5
115,116,british columbia,"cruises,_sailing_&_water_tours",pender island,canada,seals_&_smiles_tour,68.25,4.5
116,117,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,cabot_trail_and_cape_breton_tour,249.16999819999998,3.5
117,118,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,cape_breton_&_newfoundland_tour,249.16999819999998,3.5
118,119,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,ucluelet_harbour_kayaking_tour,89.0,4.5
119,120,ontario,"cruises,_sailing_&_water_tours",niagara falls,canada,gems_of_niagara_falls_small-group_tour,197.75,5.0
120,121,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,granite_falls_zodiac_tour,103.95,5.0
121,122,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,summer_sunset_whales_and_wildlife_tour_in_vancouver_island,126.95,5.0
122,123,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,downtown_vancouver_sightseeing_cruise_in_a_zodiac_vessel,69.57,5.0
123,124,quebec,"cruises,_sailing_&_water_tours",montreal,canada,le_bateau-mouche_sightseeing_cruise_in_montreal,29.89,4.5
124,125,ontario,"cruises,_sailing_&_water_tours",toronto,canada,niagara_falls_small-group_tour_from_toronto,254.25,5.0
125,126,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,victoria_and_butchart_gardens_by_helicopter_and_speed_boat,579.0,5.0
126,127,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_whale_watching_tour_by_zodiac,114.45,4.5
127,128,quebec,"cruises,_sailing_&_water_tours",montreal,canada,bateau-mouche_dinner_cruise,142.57,4.5
128,129,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,quebec_city_dinner_cruise,142.56,4.0
129,130,alberta,"cruises,_sailing_&_water_tours",canadian rockies,canada,lake_minnewanka_cruise,67.2,4.5
130,131,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,halifax_dinner_cruise,92.56,3.5
131,132,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,whale_watching_and_butchart_gardens,185.0,4.5
132,133,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,summer_whale_watching_on_vancouver_island,145.95,5.0
133,134,quebec,"cruises,_sailing_&_water_tours",montreal,canada,montreal_dinner_cruise,142.56,4.0
134,135,newfoundland and labrador,"cruises,_sailing_&_water_tours",bay bulls,canada,newfoundland_puffin_and_whale_watch_cruise,72.0,5.0
135,136,quebec,"cruises,_sailing_&_water_tours",quebec city,canada,rivière-du-loup_whale-watching_cruise,80.47,4.5
136,137,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_semi_covered_sunset_whale-watching_tour,130.2,4.5
137,138,alberta,"cruises,_sailing_&_water_tours",canadian rockies,canada,jasper_city_sightseeing_tour_and_maligne_lake_cruise,198.45,5.0
138,139,british columbia,"cruises,_sailing_&_water_tours",squamish,canada,4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch,125.99,5.0
139,140,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_4_ever_wild_sunset_whale-watching_tour,130.2,5.0
140,141,ontario,"cruises,_sailing_&_water_tours",toronto,canada,toronto_harbour_sightseeing_cruise,29.32,4.5
141,142,new york (ny),"cruises,_sailing_&_water_tours",lake george,united_states,lake_george_luncheon_or_sightseeing_cruise_aboard_the_lac_du_saint_sacrement,29.99,4.5
142,143,ontario,"cruises,_sailing_&_water_tours",peterborough & the kawarthas,canada,lady_muskoka_boat_cruise,42.94,4.0
143,144,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,victoria_and_butchart_gardens_by_seaplane_and_speed_boat,489.0,5.0
144,145,ontario,"cruises,_sailing_&_water_tours",toronto,canada,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",260.0,4.5
145,146,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,447.57,5.0
146,147,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_to_victoria_by_seaplane_and_ferry,289.0,4.5
147,148,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_whale_watching_tour_on_a_covered_vessel,122.0,4.0
148,149,ontario,"cruises,_sailing_&_water_tours",toronto,canada,toronto_inner_harbour_and_island_cruise,29.5,4.5
149,150,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_full-day_sightseeing_and_photography_tour,249.0,5.0
150,151,alberta,"cruises,_sailing_&_water_tours",canadian rockies,canada,maligne_lake_cruise,82.95,5.0
151,152,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,howe_sound_sea_safari_cruise,97.65,5.0
152,153,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_to_victoria_whale_watching_&_butchart_gardens_with_return_by_speedboat,459.0,5.0
153,154,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,marine_wildlife_tour_with_expert_guides,110.0,5.0
154,155,indonesia,"cruises,_sailing_&_water_tours",java,asia,heart_of_the_1000_islands_lunch_cruise,81.36,3.5
155,156,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_sunset_whale-watching_cruise,140.7,5.0
156,157,quebec,"cruises,_sailing_&_water_tours",montreal,canada,montreal_guided_sightseeing_cruise,39.08,3.5
157,158,ontario,"cruises,_sailing_&_water_tours",niagara falls,canada,niagara_falls_night_tour_with_dinner_and_cruise,189.0,4.5
158,159,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,4_hour_quickie_adventure,92.0,3.5
159,160,quebec,"cruises,_sailing_&_water_tours",ottawa,canada,ottawa_river_historic_sightseeing_cruise,28.0,4.0
160,161,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,halifax_deep_sea_fishing,68.18,4.0
161,162,indonesia,"cruises,_sailing_&_water_tours",java,asia,2-hour_1000_islands_dinner_cruise,54.95,3.5
162,163,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_marine_wildlife_tour,112.35,5.0
163,164,ontario,"cruises,_sailing_&_water_tours",toronto,canada,saturday_afternoon_lunch_cruise,67.8,4.5
164,165,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,nanaimo_whale_watching_in_a_semi-covered_boat,148.0,4.5
165,166,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,interactive_pirate_cruise_from_granville_island,34.5,5.0
166,167,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_city_and_seals_scenic_boat_tour,61.95,5.0
167,168,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,murphy's_dj_party_boat,23.08,1.0
168,169,ontario,"cruises,_sailing_&_water_tours",ottawa,canada,rideau_canal_cruise,29.0,4.0
169,170,quebec,"cruises,_sailing_&_water_tours",mont tremblant,canada,mont-tremblant_lake_cruise,29.61,4.5
170,171,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,sunset_cruise,89.25,5.0
171,172,quebec,"cruises,_sailing_&_water_tours",mont tremblant,canada,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,98.29,5.0
172,173,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,5_day_broken_islands_kayaking_expedition,222.25,4.5
173,174,quebec,"cruises,_sailing_&_water_tours",montreal,canada,"full-day_québec_city_adventure:_bike_tour,_sightseeing_cruise,_and_lunch",125.0,5.0
174,175,british columbia,"cruises,_sailing_&_water_tours",squamish,canada,wet_&_wild_elaho_exhilarator_&_sea_to_sky_gondola_combo_from_squamish,215.24,5.0
175,176,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,dark_sky_canoe_trip_-_2_day,454.25,3.5
176,177,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,lake_rossignol_canoe_trip_-_3_day,684.25,3.5
177,178,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,keji_southern_lakes_canoe_trip_-_4_day,914.25,3.5
178,179,nova scotia,"cruises,_sailing_&_water_tours",earltown,canada,taste_of_the_tobeatic_canoe_trip_-_4_day,249.16999819999998,3.5
179,180,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,569.0,4.5
180,181,ontario,"cruises,_sailing_&_water_tours",ottawa,canada,ottawa_river_tours,27.0,4.0
181,182,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,wine_&_cheese_at_sunset,149.0,5.0
182,183,newfoundland and labrador,"cruises,_sailing_&_water_tours",trinity,canada,whale-watching_marine_wildlife_excursion_by_zodiac_boat,80.0,4.5
183,184,indonesia,"cruises,_sailing_&_water_tours",java,asia,heart_of_the_1000_islands_brunch_cruise,73.45,3.5
184,185,ontario,"cruises,_sailing_&_water_tours",toronto,canada,all-inclusive_niagara_falls_coach_tour,219.0,3.5
185,186,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,sea_to_sky_gondola_private_tour,593.75,4.5
186,187,alberta,"cruises,_sailing_&_water_tours",lake louise,canada,lake_louise_winter_sightseeing_gondola,36.7,4.0
187,188,ontario,"cruises,_sailing_&_water_tours",toronto,canada,friday_night_wine_and_cheese_sail_in_toronto,219.99,5.0
188,189,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,victoria_shore_excursion:_whale-watching_cruise_and_butchart_gardens_admission,174.56,5.0
189,190,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,whale-watching_cruise_from_victoria_and_butchart_gardens_admission,174.56,4.5
190,191,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,whale-watching_cruise_from_vancouver_to_victoria,248.06,4.5
191,192,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,whale-watching_cruise_from_victoria_to_vancouver,232.32,5.0
192,193,alberta,"cruises,_sailing_&_water_tours",canadian rockies,canada,wildlife_on_the_bow,56.7,4.5
193,194,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,389.0,4.5
194,195,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,victoria_&_butchard_gardens_private_tour,357.46,4.5
195,196,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_whale_watching_adventure,145.0,4.0
196,197,british columbia,"cruises,_sailing_&_water_tours",okanagan valley,canada,full_day_private_charter,985.0,4.5
197,198,british columbia,"cruises,_sailing_&_water_tours",sunshine coast,canada,6_hour_coastal_adventure,175.0,4.5
198,199,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_whale_watching_safari,259.0,5.0
199,200,indonesia,"cruises,_sailing_&_water_tours",java,asia,90-minute_1000_islands_sightseeing_cruise,27.5,4.0
200,201,ontario,"cruises,_sailing_&_water_tours",alexandria bay,canada,1000_islands_wildcat_high-speed_adventure_cruise,49.95,4.5
201,202,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,3_day_broken_group_islands_kayaking_expedition,950.0,4.5
202,203,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,j_farwell_morning_family_fun,86.47,3.5
203,204,nova scotia,"cruises,_sailing_&_water_tours",halifax region,canada,j_farwell_signature_sail,98.66,3.5
204,205,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,vancouver_holiday_dinner_and_carols_cruise,88.88,3.5
205,206,newfoundland and labrador,"cruises,_sailing_&_water_tours",newfoundland,canada,historic_boat_tour_on_bonne_bay,800.0,4.5
206,207,british columbia,"cruises,_sailing_&_water_tours",vancouver,canada,bowen_island_dinner_and_zodiac_tour,135.45,5.0
207,208,british columbia,"cruises,_sailing_&_water_tours",vancouver island,canada,whale_watching_with_butchart_gardens_and_butterfly_gardens_from_victoria,190.0,3.0
208,209,british columbia,"cruises,_sailing_&_water_tours",sunshine coast,canada,howe_sound_islands_cruise,105.0,4.5
209,210,newfoundland and labrador,"cruises,_sailing_&_water_tours",port rexton,canada,whale_watching_tour_with_2-nights_accommodation_package,779.0,5.0
210,211,quebec,cultural_&_theme_tours,quebec city,canada,historical_walking_tour_in_old_quebec:_winter_tour,30.0,4.5
211,212,quebec,cultural_&_theme_tours,quebec city,canada,quebec_city_walking_tour,30.99,5.0
212,213,ontario,cultural_&_theme_tours,toronto,canada,niagara_falls_small-group_day_tour_from_toronto,100.57,5.0
213,214,quebec,cultural_&_theme_tours,quebec city,canada,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,57.5,4.5
214,215,northwest territories,cultural_&_theme_tours,yellowknife,canada,4-_to_6-hour_northern_lights_tour_from_yellowknife,85.0,4.0
